

K:	0

R:	0.3

Network's Recall Time [sec]:	0.021

Critical resources:	CPU

Metric	Generator	CPU	Sd1	Sd2	Sd3

Usages:	1.000	0.293	0.192	0.207	0.158

Throughputs [jobs/sec]:	47.101	73.301	19.234	13.817	10.533

Avg num of jobs:	1.000	0.356	0.218	0.251	0.175

Is critical resource:	NO	YES	NO	NO	NO



K:	0

R:	0.55

Network's Recall Time [sec]:	0.027

Critical resources:	CPU

Metric	Generator	CPU	Sd1	Sd2	Sd3

Usages:	1.000	0.552	0.369	0.411	0.281

Throughputs [jobs/sec]:	87.550	138.033	36.850	27.367	18.750

Avg num of jobs:	1.000	0.927	0.507	0.583	0.333

Is critical resource:	NO	YES	NO	NO	NO



K:	0

R:	0.8

Network's Recall Time [sec]:	0.041

Critical resources:	CPU

Metric	Generator	CPU	Sd1	Sd2	Sd3

Usages:	1.000	0.796	0.534	0.581	0.415

Throughputs [jobs/sec]:	127.370	199.105	53.385	38.751	27.634

Avg num of jobs:	1.000	2.700	0.854	1.052	0.566

Is critical resource:	NO	YES	NO	NO	NO



K:	0

R:	1.0

Network's Recall Time [sec]:	0.227

Critical resources:	CPU

Metric	Generator	CPU	Sd1	Sd2	Sd3

Usages:	1.000	0.991	0.675	0.733	0.504

Throughputs [jobs/sec]:	159.204	247.807	67.485	48.868	33.618

Avg num of jobs:	1.000	32.255	1.308	1.797	0.779

Is critical resource:	NO	YES	NO	NO	NO



K:	1

R:	0.3

Network's Recall Time [sec]:	0.047

Critical resources:	Usr disk 1

Metric	Generator	CPU	Sd1	Sd2	Sd3	Usr disk 1

Usages:	1.000	0.076	0.046	0.048	0.037	0.313

Throughputs [jobs/sec]:	12.513	18.978	4.611	3.224	2.439	12.513

Avg num of jobs:	1.000	0.079	0.047	0.049	0.037	0.380

Is critical resource:	NO	NO	NO	NO	NO	YES



K:	1

R:	0.55

Network's Recall Time [sec]:	0.057

Critical resources:	Usr disk 1

Metric	Generator	CPU	Sd1	Sd2	Sd3	Usr disk 1

Usages:	1.000	0.131	0.088	0.094	0.068	0.543

Throughputs [jobs/sec]:	21.721	32.723	8.835	6.235	4.518	21.704

Avg num of jobs:	1.000	0.140	0.093	0.100	0.071	0.825

Is critical resource:	NO	NO	NO	NO	NO	YES



K:	1

R:	0.8

Network's Recall Time [sec]:	0.081

Critical resources:	Usr disk 1

