
K:	0
R:	0.3
Network's Recall Time [sec]:	0.039
Critical resources:	CPU
Metric	Generator	CPU	Sd1	Sd2	Sd3
Usages:	1.000	0.304	0.211	0.225	0.150
Throughputs [jobs/sec]:	48.736	76.104	21.126	15.001	9.992
Avg num of jobs:	1.000	0.304	0.211	0.225	0.150
Is critical resource:	NO	YES	NO	NO	NO

K:	0
R:	0.55
Network's Recall Time [sec]:	0.030
Critical resources:	CPU
Metric	Generator	CPU	Sd1	Sd2	Sd3
Usages:	1.000	0.555	0.377	0.414	0.277
Throughputs [jobs/sec]:	87.841	138.637	37.687	27.602	18.493
Avg num of jobs:	1.000	0.555	0.377	0.414	0.277
Is critical resource:	NO	YES	NO	NO	NO

K:	0
R:	0.8
Network's Recall Time [sec]:	0.026
Critical resources:	CPU
Metric	Generator	CPU	Sd1	Sd2	Sd3
Usages:	1.000	0.798	0.530	0.608	0.398
Throughputs [jobs/sec]:	127.088	199.524	53.002	40.518	26.543
Avg num of jobs:	1.000	0.798	0.530	0.608	0.398
Is critical resource:	NO	YES	NO	NO	NO

K:	0
R:	1.0
Network's Recall Time [sec]:	0.025
Critical resources:	CPU
Metric	Generator	CPU	Sd1	Sd2	Sd3
Usages:	1.000	0.996	0.656	0.765	0.494
Throughputs [jobs/sec]:	159.186	249.087	65.568	51.009	32.959
Avg num of jobs:	1.000	0.996	0.656	0.765	0.494
Is critical resource:	NO	YES	NO	NO	NO

K:	1
R:	0.3
Network's Recall Time [sec]:	0.126
Critical resources:	Usr disk 1
Metric	Generator	CPU	Sd1	Sd2	Sd3	Usr disk 1
Usages:	0.999	0.075	0.052	0.051	0.041	0.302
Throughputs [jobs/sec]:	12.094	18.787	5.208	3.389	2.763	12.077
Avg num of jobs:	0.999	0.075	0.052	0.051	0.041	0.302
Is critical resource:	NO	NO	NO	NO	NO	YES

K:	1
R:	0.55
Network's Recall Time [sec]:	0.089
Critical resources:	Usr disk 1
Metric	Generator	CPU	Sd1	Sd2	Sd3	Usr disk 1
Usages:	0.999	0.132	0.090	0.096	0.066	0.544
Throughputs [jobs/sec]:	21.751	33.007	8.994	6.374	4.397	21.743
Avg num of jobs:	0.999	0.132	0.090	0.096	0.066	0.544
