
K:	0
R:	0.3
Network's Recall Time [sec]:	0.038
Critical resources:	CPU
Metric	Generator	CPU	Sd1	Sd2	Sd3
Usages:	1.000	0.306	0.197	0.225	0.156
Throughputs [jobs/sec]:	49.049	76.608	19.706	14.988	10.370
Avg num of jobs:	1.000	0.306	0.197	0.225	0.156
Is critical resource:	NO	YES	NO	NO	NO

K:	0
R:	0.55
Network's Recall Time [sec]:	0.030
Critical resources:	CPU
Metric	Generator	CPU	Sd1	Sd2	Sd3
Usages:	1.000	0.559	0.367	0.414	0.274
Throughputs [jobs/sec]:	88.400	139.717	36.683	27.600	18.267
Avg num of jobs:	1.000	0.559	0.367	0.414	0.274
Is critical resource:	NO	YES	NO	NO	NO

K:	0
R:	0.8
Network's Recall Time [sec]:	0.026
Critical resources:	CPU
Metric	Generator	CPU	Sd1	Sd2	Sd3
Usages:	1.000	0.804	0.545	0.582	0.381
Throughputs [jobs/sec]:	127.502	200.969	54.501	38.784	25.400
Avg num of jobs:	1.000	0.804	0.545	0.582	0.381
Is critical resource:	NO	YES	NO	NO	NO

K:	0
R:	1.0
Network's Recall Time [sec]:	0.025
Critical resources:	CPU
Metric	Generator	CPU	Sd1	Sd2	Sd3
Usages:	1.000	1.020	0.714	0.751	0.497
Throughputs [jobs/sec]:	160.835	255.053	71.384	50.051	33.117
Avg num of jobs:	1.000	1.020	0.714	0.751	0.497
Is critical resource:	NO	YES	NO	NO	NO

K:	1
R:	0.3
Network's Recall Time [sec]:	0.121
Critical resources:	Usr disk 1
Metric	Generator	CPU	Sd1	Sd2	Sd3	Usr disk 1
Usages:	1.000	0.083	0.059	0.058	0.039	0.323
Throughputs [jobs/sec]:	12.918	20.820	5.934	3.884	2.584	12.902
Avg num of jobs:	1.000	0.083	0.059	0.058	0.039	0.323
Is critical resource:	NO	NO	NO	NO	NO	YES

K:	1
R:	0.55
Network's Recall Time [sec]:	0.089
Critical resources:	Usr disk 1
Metric	Generator	CPU	Sd1	Sd2	Sd3	Usr disk 1
Usages:	1.000	0.142	0.094	0.105	0.076	0.554
Throughputs [jobs/sec]:	22.187	35.606	9.418	6.968	5.034	22.170
Avg num of jobs:	1.000	0.142	0.094	0.105	0.076	0.554
